Rating,Date,Review
1.0 , 4 June 2016,"Phone is going very hot during use"
5.0 , 3 June 2016,"After 2 years with my Moto E 1st Gen, the 4 GB internal storage had become insufficient. Therefore, I was out looking for a new phone which will last me atleast another 4 years, and then I came across this 'wonder device'! The Moto G4 Plus is by far the best phone I have seen and used in a long time, and there are many reasons for me to call it so. I've reviewed each and every aspect of this device in detail below, so this is going to be a long one.1. The DisplayYou would've already read the specs sheet, but still to recap, the phone comes with a 5.5 inch Full HD display with Corning Gorilla Glass 3 protection. The clarity of the display is simply awesome, and better than many other devices I have used. Full HD YouTube videos look just wonderful on this large display. I think 5 to 5.5 inches is the sweet spot for every smartphone. I feel that the display is well protected and will not need any screen protector or scratch guard, though that is totally your choice.2. The InternalsJust to recap again, the phone runs on a Qualcomm Snapdragon 617 octa-core processor clocked at 1.5 Ghz. I have purchased the 3 GB RAM + 32 GB Internal Storage variant. For the non-geeks, this means that the device will be a beast and perform optimal in all kinds of situations, including games. It has a dedicated Adreno 405 GPU for good graphics performance. And, with the 32 GB variant, you can be sure that you will not run out of storage space soon.3. The CameraThis is the highlight everyone has been talking about this phone. The phone has a 16 MP primary camera at the back with laser auto-focus and dual LED flash. The front selfie camera is a 5 MP one. The back camera is simply best of its class, and performs much better than many other phones out there. The laser autofocus system helps the camera to focus on objects almost instantly, reducing the time taken to click your pictures. The flash works good, and it lit up a whole dark room in the picture. Outdoor and indoor clicks both look wonderfully well, and the camera is pretty much unmatched by any other device of this range. The front camera takes really good selfies, and is a wide-angle one, so you can capture a whole group in one shot. For the front camera, there is no LED flash provided but the display itself acts as a flash when needed. I have attached some photo samples with this review, some photos are cropped for privacy reasons. You can twist the phone twice to switch on the camera.4. The SoftwareThe phone runs an almost stock version of Android 6.0 Marshmallow, the screenshot of which I have attached. There are some small tweaks made by Motorola which just make your experience better. There is the Moto app to configure some gestures and actions. Moto has also guaranteed an upgrade to the next version of Android, making the phone future-proof.5. The BatteryThis is a front I am not too happy in. The phone runs on a 3000 mAh battery and supports TurboCharging. The phone comes with a TurboCharger in the box itself, which claims to charge the phone for use of upto 6 hours in 15 minutes, I have tried this, and it does really charge fast. The charger takes around 1 hour 30 minutes to charge from about 5% to 100%, which is pretty impressive. However, the only complaint I have is with the battery. By 7 PM everyday, the battery would already be low at 15% with moderate use during the day. I watch about 30 minutes of YouTube, use the Facebook app for a few minutes, talk for about 5 minutes, play Wynk Music for about an hour and keep the screen brightness to about 80%. But I keep unlocking the screen once every five minutes. Maybe I can vary my usage pattern and get more performance from the battery.6. The Fingerprint sensorThe fingerprint sensor works like a charm, unlocks my phone almost instantly. Do note that with too many failed fingerprint unlock attempts, you may need to use your alternative unlock option. I have 3 fingerprints setup and they all work fine all the time. One tip I would suggest is: If you keep your phone in your left pocket, avoid configuring the left thumb to unlock and vice versa. This is because the phone might unlock automatically as you will use your thumb to pull out your phone from your pant.7. The speakerThe phone has a single speaker that also acts as an earpiece for calls. The speaker is not too loud, and delivers sound in pretty much the same quality as other phones. If you constantly listen to music with your phone, you may need to look elsewhere or buy a good set of earphones. As usual, the earphones provided in the box are the regular hard ones and not so comfortable. However, the sound quality is pretty good, in-par with other phones.8. The Colours and the LooksThe phone comes in black and white colours. I feel that the White colour looks really nice. Being so used to seeing black phones everywhere, I am actually happy buying a white phone. The back is texturized, giving a good grip to hold the phone. The sides are metal and look very premium. Even the buttons look really good this time, and are tactile-enough for normal use. There is no option to buy official colour back covers, but you can get them from other manufacturers.9. Connectivity and Expandable StorageThe phone has a dual-SIM option, with one SIM slot supporting 4G and the other 3G. I personally don't like the concept of dual SIM, and use a single Airtel SIM. The call quality is good and both parties can hear the conversation clearly. The phone is capable of 4G speeds, and it works fine with Airtel's 4G networks in Bangalore.The phone comes with upto 128GB of expandable storage. It is recommended to use a high-speed UHS-1 microSD card. I use a 32 GB Sandisk card, and it is working pretty fine. I used to face problems with high-speed cards in the Moto E, but it doesn't happen here. One interesting feature I noticed is that you can format your microSD card as 'Portable Storage' meaning you can use it with any other device you want, or fornat as 'Device Storage' that locks the card to this device and makes it work as internal device stoage itself! I formatted it this way, and now have 64 GB internal memory to store all my apps, pictures and data!10. Heating?I have noticed people complaining about the device getting heated up. Yes, I have noticed it too and it is becoming normal with all phones these days. It is not getting too hot, just a little warm at the back with extended usage, but it cools down after a while. Hey, you are buying a phone, not an AC! :-)However, I have not tested the phone with graphic-heavy and intensive apps and games. If it does heat up then, it means that the phone is designed for medium usage, not for high-graphic gaming.All in all, I think this phone is really value-for-money and one of the best phones out there. It is guaranteed to last a long time for you, with its powerful hardware and stock Android software. If you are in the market for a phone within 15K, make this your choice and it will definitely be the best choice you ever made!(PS: My longest review!)"
2.0 , 16 June 2016,"My brother bought two moto g 4 plus phones and was very happy when we got that phones. But after 4 days of usage my brother's phone is having voice clarity problems. He took this phone for his office purpose and now when the clients call him he is unable to communicate with them properly. Now the second phone which i am using is also having small clarity problem when on calls. The headset coming with this phone is also having problems. So now we have decided to return both phones and ask for a refund.Bad luck that we have to face this problem."
5.0 , 14 June 2016,"Best phone ever.... unbelievable battery performance...I watched a 2hr 15min 720p movie at 23% battery and still about 9% was remaining.....Camera is the best ever I've seen.. focuses like a dream and the pic quality is jst awesome....I'VE been using this for a week now and now overheating issues have cropped up...I played asphalt 8 for about an hour...the phone did get a bit warmed up...bt nothing troublesome....Processor is very smooth....This moto sports one of the best displays ever... with vivid colors.. excellent contrast...optimum brightness...and a flurry of colorsThe fingerprint sensor works like a dream...very fast..faster than iPhone 6(unbelievable..isn't it)Turbo charger works very smoothly and efficiently...from 30% to 95% in less than an hour...I am very happy that I have this new moto g4 plus....."
5.0 , 29 May 2016,"I'm gonna write a review about the moto g4 plus will keep on updating it, if you find the review helpful please click the helpful button below.So i received this phone yesterday after ordering it on 22 may. Pathetic delivery though i understand the high demand makes it complicated.Build and Design 9/10The build quality is amazing, i know many people will like a metal chassis but come on the plastic doesn't feel cheap, instead the metal body gets more prone to heating, the design is amazing as i like the fingerprint scanner to be placed on the front not all people will like it there but you know perspectives differ. The mobile feels quite light and premium though the protruding camera is quite prone to scratches.Display 10/10The display is brilliant, the colours are crisp the viewing angles are quite good, the touch feels buttery smooth. The touch is quite responsive and as some reported it doesn't heat up that much I've been using it for 5-6 hours continously but it didn't heat up. Plus you also get a update stating camera stability and stability something which really helped. The Speakers as the compared to the moto g3 aren't up to the mark but are okay as nobody wants a portable music system out of a mobile phoneSoftware 9/10 Nobody can get android better than moto and Nexus devices the bloarware free stock Android experience is great and a treat to the eyes. My used ram remains below 1 gb when idle. The software doesn't lags. And the working is smoothBattery 8/10 The battery life is decent and lasts upto 6-7 hours on continuous gaming or 3g usage and lasts upto a day on normal usage, the battery gets charged up in 1.40 hours.Camera 10/10Now I'm a moto fan boy but a thing that disappointed me every time in a moto device was the camera but now they've improved it so much that I'm loving it, it is hands down the best camera phone in this budget and one of the best camera phones around the picture quality is great,  the detailing is amazing, and the professional mode oh I'm in love with the professional mode, i haven't tried low licht photography with this will update you ASAPWill update the gaming review soon"
5.0 , 2 June 2016,"I have been using this phone since Saturday, 28th May 2016. Today is 2nd June 2016. I went thru all the reviews on Amazon, youtube, other sites etc. This is the first time that I see that the reviews did not really capture the essence of the phone and were downright wrong in some instances. I was so worried after researching that I almost ordered K4 Note as I was afraid of ordering this phone because of all the bad rap it got. Most common myths surrounding this phone are 1) Overheating, 2) low performance, 3) Low battery life. All the reviews praised the camera and stock android experience. Lets find out what went wrong with these reviews by these so called "geeks".1) Camera - This is the best in class camera that this phone has. Just please ensure to open up the in camera settings and setting the picture quality to 16 MP. Its set to 11 MP by default. I have seen a lot of "heavy users" here on amazon complaining about 11MP pictures. Wont say more as camera is really subjective anyway.2) Performance - Snapdragon 617. Man, is this processor fast. SD617 has eliminated all the shortcomings 615 had. SD615 was so popular because of its midrange performance, but it was so bad because it always overheated even while chatting. I know because I used Mi4i and yureka plus, and both had SD 615. SD 617 coupled with adreno 405 has been tearing apart every game that is available currently. Asphalt 8 works like a charm on the highest settings. Even modern combat 5 (not my taste of game, but tested it anyway to check the horsepower) ran fluid. I never installed any benchmark tools, coz they seldom tell you the real world performance and put a number on performance and treat it like end of the worls. No sir, I dont trust them, I dont use them. The most graphically intense game that I know is modern combat 5 and it ran like a charm. If you know any other game that may challenge this, please let me know. I will install it and run it and check out the performance for you. Batman arkham origins (another game I did not like) was running fine before I uninstalled it. All in all, unreal engine based games are running very nicely3)Overheating - Guys, let me tell you, this is a myth. Whoever is claiming that the phone overheats at any point except charging is either smoking crack (you should pass it to me please, coz it seems like gud stuff) or is trying to invite aliens to earth in some god foresaken ritual practiced on the phone. No it doesnt fry my eggs, it doesn't blister my fingers, it doesn't even let me feel the heat. In my room, the temperature reported by CPUz are 39 degrees at idle and 42 degrees at full load. The temperature is of the back panel and full load means constant gaming for 2 hours of the aforementioned games. If this is a problem for anybody, they should probably not buy any phone except above 30K (if even that). Although I wish, it would fry my eggs, ya know.. :p. For reference, yureka plus sits at around 40 at idle and reaches 53 (YES 53) after 10 minutes of gaming, or 30 minutes of whatsapp. Please keep in mind that the phone WILL heat when you charge it with the supplied turbo charger, but it is designed to do this. Normal chargers, car chargers etc. doesnt cause this phone to heat4) Battery - THIS is where I am most impressed after 3rd point. The battery lasts about 12 hours with moderate to heavy usage. Okay, check this out. I go to work in the cab which take me about an hour, hour and a half to reach. I watched HD videos (local) on the first day for this time. Then at the office also, I kept tinkering with it. (cant blame me, the phone is new after all). I still reached home with 10% battery remaining. On the next day, I listened to music while reading my stuff on the phone. Used it slightly less for tinkering but more for work related calls, I still went home with around 20%. My phone is always on 3G at work. My mobile signal is a mixture of yellow and orange. I find about 2 3 hours of screen on time to do stuff on phone. Inspite of all this, if I am going home with 10-20% battery, I consider myself lucky. Again, battery life is subjective. Everybody has a different mileage. Yesterday, I turbo charged my phone at work. At around 6PM it was at 40%. I charged it to 86% in half an hour and reached home at around 1030PM with 60%. Remember, my screen was always on in the cab with 3G etc. on.5) Finger print sensor - I am using FP sensor on my phone for the first time. I am blown away. I dont know if it works faster than iPhone or any other phone or not, nor do I give a rat's hairy ass. I know my sensor works and it works so good that I will never be able to buy a phone or a tablet without it. Silly people are complaining about its placement, but you know what, its THE most sensible place to put a sensor at. Try using it in the phones that have it at the back and you will know. Plus, when you have any application that is full screen (videos, games, pdf mostly), touching this button brings up the onscreen controls. You will really appreciate this when you are watching a video on mx player and try to bring down the notification panel by touching the top of the phone, and end up lowering the volume, hehe. Its also very fast. It unlocks my phone right from the dark screen to home screen in less than a blink. Cant live without it anymore. I know I am spoiled.Cons - It is difficult to find cons with this device. But there are some. Lack of notification light.Also, the fact that it doesn't make my coffee, does not give me pleasure in my nether areas, and does not summon aliens when I want. Apart from this, AMAZING PHONE. Dont pay heed to these negative reviewers and go buy this phone. They are spoiled kids comparing this phone with phones that are much further in the food chain. Really not fair. All the best."
3.0 , 26 May 2016,"I liked this phone so much.. but the only problem i faced is heating issue while charging &amp; playing game....I checked the temperature of phone during charging"
4.0 , 15 June 2016,"Everything is ok about RAM,  ROM,  battery backup, camera, touch, lightweight, good looks, speaker.  But the simple things you cannot change the UI style like other Android phones where we can change the style or size of icons,Group them within menu,effects, but this all are not present in this phone.  Even u cannot remove Google search widget from the homepage.  Obviously this are ignorable things but Motorola should make these users controllable... Battery percentage is not available to display at screen level but have after putting the drop down menu even you can't add or change anything on the drop down menu... UI is not so standard or hitech just simple... May b Redmi Note 3 will be better than this Motorola G4 phone in all those unavailable things...."
3.0 , 7 June 2016,"Before you buy all you need to knowGood SmartpnoneProblemsMemory only 1.2 gb of RAM is avilableNo option to move app from internal storage to external storageAll the data of whatsapp is saved in internal storage &amp; also other apps dataHeating issueDuring charging it heats too muchAnd also during gaming like every smartphoneLauncher is not good its work properly but icon &amp; themes were not too goodPositive viewsCamera rear is absolute beauty &amp; front is stunning oneDesign is also beautyFingerprint sensor is too fast (but it is only for unloking the phone purpose no other use of it)Processor is also good  hanged during the gaming app stops during gaming"
5.0 , 16 June 2016,"The best sub 15k handset by far. Saw a lot of people raving about the MI3 being better than this, but honestly the G4 Plus is at par if not better.The performance is lag free.Have tried playing 3 games simultaneously but the handset does not get as heated up as the Mi3. The camera, amazingly gives the iphone 6s a run for its money and the battery life is A.M.A.Z.I.N.G!Saw an entire season of Man vs Food on YouTube with the phone fully charged and with the speakers on full volume. After finishing 12 b2b episodes, the battery still remained at 28 per cent.The phone does heat up during turbo charging, but I guess thats what turbo charging is all about.Absolutely recommended!"
